,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT
2368,CT58,Türkiye,2022.06,TURKEY,CD-Turkey,435.375701519022,CD-TR,EMEA,604.0,LETTUCE,19979.66403828125,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,4555.3977900540585,26902.711422480264,12123077.0,1,3970.0,22347.313632426205,6923.047384199012
2369,CT7,Italy,2022.06,ITALY,CD-Italy,1238.090833216905,CD-IT,EMEA,602.0,LETTUCE,21941.856141838016,SOUTH EUROPE,CAW1,ITALY,2791.3934150975274,25242.332637432854,11683190.0,1,3515.0,22450.939222335324,3300.476495594838
2370,CT52,France,2022.07,NW OPEN FIELD,CD-France-Openf,56.78397417781821,CD-FR-OPEN,EMEA,670.0,LETTUCE,12813.229123358615,NORTH EUROPE,CAW2,NW OPEN FIELD,1828.472600642735,14220.606367532506,13063958.0,1,3354.0,12392.13376688977,1407.3772441738902
2371,CT52,France,2021.12,NW OPEN FIELD,CD-France-Openf,0.2148836427984406,CD-FR-OPEN,EMEA,670.0,LETTUCE,16937.996413362147,NORTH EUROPE,CAW2,NW OPEN FIELD,3337.6356329375653,18852.58998076089,12788926.0,1,3354.0,15514.954347823324,1914.5935673987428
2372,CT52,France,2020.08,NW OPEN FIELD,CD-France-Openf,2204.716685413521,CD-FR-OPEN,EMEA,670.0,LETTUCE,19015.792002291844,NORTH EUROPE,CAW2,NW OPEN FIELD,2655.1793471925484,22651.26191016612,12915903.0,1,3354.0,19996.08256297357,3635.4699078742747
2373,CT52,France,2020.01,NW OPEN FIELD,CD-France-Openf,917.642773319712,CD-FR-OPEN,EMEA,670.0,LETTUCE,27846.903430018287,NORTH EUROPE,CAW2,NW OPEN FIELD,3283.2698044642734,31355.489539088157,12788926.0,1,3354.0,28072.219734623883,3508.5861090698713
2374,CT52,France,2021.05,NW OPEN FIELD,CD-France-Openf,640.4965012298102,CD-FR-OPEN,EMEA,670.0,LETTUCE,20326.97436699268,NORTH EUROPE,CAW2,NW OPEN FIELD,2541.5844359565945,22286.82163045757,12788926.0,1,3354.0,19745.237194500973,1959.847263464891
2375,CT52,France,2021.07,NW OPEN FIELD,CD-France-Openf,497.2834266110685,CD-FR-OPEN,EMEA,670.0,LETTUCE,12392.531997320038,NORTH EUROPE,CAW2,NW OPEN FIELD,2188.788590165357,14313.93642181972,13063958.0,1,3354.0,12125.147831654363,1921.404424499682
2376,CT5,Portugal,2020.1,IBERICA,CD-Portugal,383.0117020746727,CD-PT,EMEA,650.0,LETTUCE,29821.17932615846,SOUTH EUROPE,CAW1,IBERICA,4476.8013766952,32466.437009091806,12298192.0,1,3781.0,27989.635632396607,2645.2576829333448
2377,CT5,Portugal,2020.12,IBERICA,CD-Portugal,177.4100882943766,CD-PT,EMEA,650.0,LETTUCE,11262.35706244949,SOUTH EUROPE,CAW1,IBERICA,2090.1153805234035,13631.367291754294,30007498.0,1,3781.0,11541.25191123089,2369.010229304804
2378,CT5,Portugal,2021.08,IBERICA,CD-Portugal,1756.449448996544,CD-PT,EMEA,650.0,LETTUCE,9606.016708952318,SOUTH EUROPE,CAW1,IBERICA,1289.6882322399053,12258.604206998787,30007498.0,1,3781.0,10968.915974758882,2652.587498046468
2379,CT56,Greece,2022.05,CENTRAL EUROPE & BALKANS,CD-Greece,1218.15728168929,CD-GR,EMEA,634.0,LETTUCE,11178.893996800049,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE&ISRAEL,1333.1390340381813,12762.460091226669,11054156.0,1,3605.0,11429.321057188488,1583.566094426621
2380,CT56,Greece,2020.03,CENTRAL EUROPE & BALKANS,CD-Greece,1160.172512263101,CD-GR,EMEA,634.0,LETTUCE,18109.52879655621,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3280.339488104896,20726.683348347724,11054156.0,1,3605.0,17446.34386024283,2617.1545517915133
2381,CT52,Netherlands,2021.12,NW OPEN FIELD,CD-Netherlands-Openf,631.272925763574,CD-NL-OPEN,EMEA,669.0,LETTUCE,15723.750990558161,NORTH EUROPE,CAW2,NW OPEN FIELD,2535.1322914690154,18124.22559274469,13063958.0,1,3605.0,15589.093301275674,2400.4746021865276
2382,CT52,France,2020.1,NW OPEN FIELD,CD-France-Openf,1701.408315377836,CD-FR-OPEN,EMEA,670.0,LETTUCE,15744.39412315737,NORTH EUROPE,CAW2,NW OPEN FIELD,2476.26383647962,18374.75539233878,12915903.0,1,3354.0,15898.49155585916,2630.361269181409
2383,CT52,France,2020.07,NW OPEN FIELD,CD-France-Openf,246.9762265330621,CD-FR-OPEN,EMEA,670.0,LETTUCE,27033.256349311672,NORTH EUROPE,CAW2,NW OPEN FIELD,4767.063004672005,32230.502535038082,12915903.0,1,3354.0,27463.439530366075,5197.246185726409
2384,CT52,France,2020.07,NW OPEN FIELD,CD-France-Openf,39.07724936313593,CD-FR-OPEN,EMEA,670.0,LETTUCE,25995.593925681766,NORTH EUROPE,CAW2,NW OPEN FIELD,4565.087571911492,31742.83553779124,12915903.0,1,3354.0,27177.74796587975,5747.241612109476
2385,CT52,France,2021.03,NW OPEN FIELD,CD-France-Openf,1247.844630742728,CD-FR-OPEN,EMEA,670.0,LETTUCE,11129.44304217605,NORTH EUROPE,CAW2,NW OPEN FIELD,1273.294608630511,13053.963582611319,12915903.0,1,3354.0,11780.668973980808,1924.5205404352685
2386,CT52,France,2020.07,NW OPEN FIELD,CD-France-Openf,869.1095528837076,CD-FR-OPEN,EMEA,670.0,LETTUCE,11876.51592160965,NORTH EUROPE,CAW2,NW OPEN FIELD,1761.2363017079413,14307.381573944038,12788926.0,1,3354.0,12546.145272236097,2430.865652334388
2387,CT52,France,2020.02,NW OPEN FIELD,CD-France-Openf,1134.52763541422,CD-FR-OPEN,EMEA,670.0,LETTUCE,29756.11859659043,NORTH EUROPE,CAW2,NW OPEN FIELD,4769.78698248349,34263.88022230396,12915903.0,1,3354.0,29494.093239820468,4507.76162571353
2388,CT52,France,2022.12,NW OPEN FIELD,CD-France-Openf,689.874047858643,CD-FR-OPEN,EMEA,670.0,LETTUCE,16082.563298261317,NORTH EUROPE,CAW2,NW OPEN FIELD,2574.567786749562,20261.699356416248,13063958.0,1,3354.0,17687.131569666686,4179.136058154932
2389,CT52,France,2022.04,NW OPEN FIELD,CD-France-Openf,800.1639006991402,CD-FR-OPEN,EMEA,670.0,LETTUCE,13781.177646322722,NORTH EUROPE,CAW2,NW OPEN FIELD,2713.2773566633955,16402.18045559916,12123077.0,1,3354.0,13688.903098935763,2621.0028092764364
2390,CT52,France,2021.12,NW OPEN FIELD,CD-France-Openf,544.9059913331057,CD-FR-OPEN,EMEA,670.0,LETTUCE,26900.816996488677,NORTH EUROPE,CAW2,NW OPEN FIELD,4071.0474525176796,30673.580180569992,12915903.0,1,3354.0,26602.532728052312,3772.7631840813137
2391,CT52,France,2022.11,NW OPEN FIELD,CD-France-Openf,656.7281709710837,CD-FR-OPEN,EMEA,670.0,LETTUCE,25129.732053928128,NORTH EUROPE,CAW2,NW OPEN FIELD,3598.344009411635,30714.81475165587,13063958.0,1,3354.0,27116.470742244237,5585.082697727741
2392,CT52,France,2020.04,NW OPEN FIELD,CD-France-Openf,1961.838459565204,CD-FR-OPEN,EMEA,670.0,LETTUCE,20255.658731860734,NORTH EUROPE,CAW2,NW OPEN FIELD,3058.536170861049,23057.879675257485,12123077.0,1,3354.0,19999.34350439644,2802.2209433967523
2393,CT52,France,2021.11,NW OPEN FIELD,CD-France-Openf,995.2027461993166,CD-FR-OPEN,EMEA,670.0,LETTUCE,11695.806046761436,NORTH EUROPE,CAW2,NW OPEN FIELD,1299.5664002111369,14259.425445035427,12915903.0,1,3354.0,12959.85904482429,2563.6193982739915
2394,CT52,France,2020.11,NW OPEN FIELD,CD-France-Openf,801.0094783425507,CD-FR-OPEN,EMEA,670.0,LETTUCE,21552.669055811533,NORTH EUROPE,CAW2,NW OPEN FIELD,2771.816874995776,25508.241750159104,12915903.0,1,3354.0,22736.424875163328,3955.57269434757
2395,CT5,Spain,2022.02,IBERICA,CD-Spain,224.9955921005587,CD-ES,EMEA,649.0,LETTUCE,21457.782250436016,SOUTH EUROPE,CAW1,IBERICA,2871.5796001637846,25986.887378249114,12298192.0,1,3781.0,23115.307778085327,4529.105127813098
2396,CT7,Italy,2022.09,ITALY,CD-Italy,2369.154474960493,CD-IT,EMEA,602.0,LETTUCE,17973.405919142177,SOUTH EUROPE,CAW1,ITALY,2821.0367201988242,21692.635820998486,11066413.0,1,3515.0,18871.599100799664,3719.229901856311
2397,CT7,Italy,2020.1,ITALY,CD-Italy,1828.564746686752,CD-IT,EMEA,602.0,LETTUCE,24508.9928020128,SOUTH EUROPE,CAW1,ITALY,4775.176739913577,29738.78022973975,11066413.0,1,3515.0,24963.60348982617,5229.787427726953
2398,CT7,Italy,2021.11,ITALY,CD-Italy,1016.864392945642,CD-IT,EMEA,602.0,LETTUCE,31599.43228317963,SOUTH EUROPE,CAW1,ITALY,5667.689909339384,35037.80017750326,11066413.0,1,3515.0,29370.11026816388,3438.367894323629
2399,CT7,Italy,2020.07,ITALY,CD-Italy,1307.473081384065,CD-IT,EMEA,602.0,LETTUCE,15689.32691206906,SOUTH EUROPE,CAW1,ITALY,2199.5727411920902,18014.986741026078,11066413.0,1,3515.0,15815.413999833987,2325.6598289570165
2400,CT52,United Kingdom,2020.03,NW OPEN FIELD,CD-United Kingdom-Openf,681.9763073893575,CD-GB-OPEN,EMEA,673.0,LETTUCE,23145.491341804645,NORTH EUROPE,CAW2,NW OPEN FIELD,3174.8950231671342,28412.59254390688,11066413.0,1,3939.0,25237.697520739748,5267.101202102237
2401,CT52,United Kingdom,2020.01,NW OPEN FIELD,CD-United Kingdom-Openf,1389.550143089226,CD-GB-OPEN,EMEA,673.0,LETTUCE,18326.698155007536,NORTH EUROPE,CAW2,NW OPEN FIELD,2786.251509131923,20921.950086873505,11066413.0,1,3939.0,18135.698577741583,2595.2519318659683
2402,CT7,Italy,2021.07,ITALY,CD-Italy,160.2039038400715,CD-IT,EMEA,602.0,LETTUCE,21417.508954975598,SOUTH EUROPE,CAW1,ITALY,1951.3206259746044,24409.245929554254,11066413.0,1,3515.0,22457.92530357965,2991.736974578655
2403,CT52,United Kingdom,2022.05,NW OPEN FIELD,CD-United Kingdom-Openf,196.4727546754427,CD-GB-OPEN,EMEA,673.0,LETTUCE,25660.625652477076,NORTH EUROPE,CAW2,NW OPEN FIELD,4236.977726214868,32381.078893000224,11991548.0,1,3939.0,28144.101166785356,6720.453240523148
2404,CT52,United Kingdom,2021.12,NW OPEN FIELD,CD-United Kingdom-Openf,190.4411762636095,CD-GB-OPEN,EMEA,673.0,LETTUCE,23692.670662700617,NORTH EUROPE,CAW2,NW OPEN FIELD,4451.489224018626,30106.23591634029,12431060.0,1,3939.0,25654.746692321663,6413.565253639673
2405,CT5,Spain,2021.05,IBERICA,CD-Spain,963.1749644364146,CD-ES,EMEA,649.0,LETTUCE,21285.65040155348,SOUTH EUROPE,CAW1,IBERICA,3427.638829091673,23941.22417905474,10781049.0,1,3781.0,20513.58534996307,2655.573777501262
2406,CT5,Spain,2020.04,IBERICA,CD-Spain,142.8073088347697,CD-ES,EMEA,649.0,LETTUCE,19843.9911917781,SOUTH EUROPE,CAW1,IBERICA,2501.134095830039,23129.09807482259,10781049.0,1,3781.0,20627.96397899255,3285.1068830444888
2407,CT7,Italy,2020.03,ITALY,CD-Italy,1793.252862207582,CD-IT,EMEA,602.0,LETTUCE,17829.873932837974,SOUTH EUROPE,CAW1,ITALY,2415.1961659828726,19978.42698574187,10779604.0,1,3515.0,17563.230819758995,2148.5530529038965
2408,CT7,Italy,2020.02,ITALY,CD-Italy,1008.744574558392,CD-IT,EMEA,602.0,LETTUCE,16504.5131942843,SOUTH EUROPE,CAW1,ITALY,2943.0712964395466,19585.24926772714,10783514.0,1,3515.0,16642.177971287594,3080.736073442841
2409,CT7,Italy,2020.05,ITALY,CD-Italy,811.6752094575937,CD-IT,EMEA,602.0,LETTUCE,15661.010792947334,SOUTH EUROPE,CAW1,ITALY,2441.24055756857,17937.36714027971,10781049.0,1,3515.0,15496.12658271114,2276.3563473323784
2410,CT7,Italy,2020.03,ITALY,CD-Italy,401.397026250404,CD-IT,EMEA,602.0,LETTUCE,22986.867647105544,SOUTH EUROPE,CAW1,ITALY,4055.087538422978,27127.55927613095,10781049.0,1,3515.0,23072.471737707972,4140.691629025405
2411,CT7,Italy,2021.04,ITALY,CD-Italy,133.8731276372224,CD-IT,EMEA,602.0,LETTUCE,17841.991933785972,SOUTH EUROPE,CAW1,ITALY,3151.2265872082935,23150.288462458484,10779604.0,1,3515.0,19999.06187525019,5308.296528672513
2412,CT7,Italy,2022.04,ITALY,CD-Italy,1048.767739121333,CD-IT,EMEA,602.0,LETTUCE,16952.756914414276,SOUTH EUROPE,CAW1,ITALY,3199.4562551623662,19502.389331138525,10779604.0,1,3515.0,16302.933075976158,2549.632416724248
2413,CT7,Italy,2021.01,ITALY,CD-Italy,920.4904477022492,CD-IT,EMEA,602.0,LETTUCE,26784.35109995731,SOUTH EUROPE,CAW1,ITALY,2887.7340363429767,32576.11052400022,10783514.0,1,3515.0,29688.376487657246,5791.759424042912
2414,CT7,Italy,2020.03,ITALY,CD-Italy,782.8892931745731,CD-IT,EMEA,602.0,LETTUCE,23103.608239963163,SOUTH EUROPE,CAW1,ITALY,3673.610765510728,28442.95234293386,10781049.0,1,3515.0,24769.341577423133,5339.344102970697
2415,CT7,Italy,2022.06,ITALY,CD-Italy,1581.954271204878,CD-IT,EMEA,602.0,LETTUCE,23603.122579642666,SOUTH EUROPE,CAW1,ITALY,3708.4188163379704,28977.936019791374,10781049.0,1,3515.0,25269.517203453404,5374.813440148709
2416,CT7,Italy,2021.01,ITALY,CD-Italy,761.113463840875,CD-IT,EMEA,602.0,LETTUCE,23256.717365180506,SOUTH EUROPE,CAW1,ITALY,1537.6452852571363,26383.49951183672,10781049.0,1,3515.0,24845.854226579584,3126.782146656214
2417,CT7,Italy,2022.01,ITALY,CD-Italy,626.3152502611417,CD-IT,EMEA,602.0,LETTUCE,18327.38755817368,SOUTH EUROPE,CAW1,ITALY,1732.9927663490075,20630.402655916336,10781049.0,1,3515.0,18897.409889567327,2303.015097742656
2418,CT7,Italy,2020.06,ITALY,CD-Italy,261.7878974837426,CD-IT,EMEA,602.0,LETTUCE,20863.42999722217,SOUTH EUROPE,CAW1,ITALY,4303.155994071807,26554.94122465066,10783514.0,1,3515.0,22251.785230578855,5691.511227428492
2419,CT7,Italy,2021.02,ITALY,CD-Italy,1709.928191789219,CD-IT,EMEA,602.0,LETTUCE,23333.025826299203,SOUTH EUROPE,CAW1,ITALY,4259.865800246298,26440.71469310954,10783514.0,1,3515.0,22180.848892863243,3107.6888668103397
2420,CT7,Italy,2021.06,ITALY,CD-Italy,605.7387668705087,CD-IT,EMEA,602.0,LETTUCE,30024.4012068792,SOUTH EUROPE,CAW1,ITALY,5805.205157095838,34652.83950915173,10783514.0,1,3515.0,28847.63435205589,4628.438302272531
2421,CT7,Italy,2020.03,ITALY,CD-Italy,1137.704683451711,CD-IT,EMEA,602.0,LETTUCE,29879.69554152224,SOUTH EUROPE,CAW1,ITALY,4527.331504434141,34240.434653453274,10783514.0,1,3515.0,29713.103149019134,4360.739111931032
2422,CT7,Italy,2020.05,ITALY,CD-Italy,696.096433788063,CD-IT,EMEA,602.0,LETTUCE,27492.876951252787,SOUTH EUROPE,CAW1,ITALY,3141.0157259072994,28390.97972713523,10783514.0,1,3515.0,25249.96400122793,898.1027758824416
2423,CT5,Spain,2020.06,IBERICA,CD-Spain,804.9963242579036,CD-ES,EMEA,649.0,LETTUCE,21238.925600784765,SOUTH EUROPE,CAW1,IBERICA,2588.597797970244,25277.36916322146,10781049.0,1,3781.0,22688.771365251218,4038.443562436698
2424,CT7,Italy,2021.05,ITALY,CD-Italy,854.4624392989006,CD-IT,EMEA,602.0,LETTUCE,19173.11270138246,SOUTH EUROPE,CAW1,ITALY,3266.661799218904,22073.932842877643,10783514.0,1,3515.0,18807.27104365874,2900.820141495183
2425,CT7,Italy,2020.07,ITALY,CD-Italy,125.0411860015663,CD-IT,EMEA,602.0,LETTUCE,23963.01704285688,SOUTH EUROPE,CAW1,ITALY,4158.456150928521,28288.245561097843,10781049.0,1,3515.0,24129.789410169324,4325.22851824096
2426,CT53,Egypt,2021.06,MIDDLE EAST,CD-Egypt,1459.675760856499,CD-EG,EMEA,683.0,LETTUCE,25039.250012700242,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,4061.053068235422,28437.453251431514,10781049.0,1,3605.0,24376.400183196092,3398.203238731272
2427,CT53,Egypt,2020.07,MIDDLE EAST,CD-Egypt,1241.596428188955,CD-EG,EMEA,683.0,LETTUCE,10990.003637024634,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,2093.625250291531,13415.004947808779,10781049.0,1,3605.0,11321.379697517248,2425.001310784145
2428,CT53,Saudi Arabia,2022.1,MIDDLE EAST,CD-Saudi Arabia,832.0158669976067,CD-SA,EMEA,689.0,LETTUCE,27817.21758168625,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,3269.093738947946,29015.46414248187,10781049.0,1,3605.0,25746.370403533925,1198.246560795617
2429,CT5,Spain,2020.12,IBERICA,CD-Spain,786.7342618889638,CD-ES,EMEA,649.0,LETTUCE,17065.55083137583,SOUTH EUROPE,CAW1,IBERICA,2547.03712286216,21410.22484828531,10894987.0,1,3781.0,18863.18772542315,4344.67401690948
2430,CT7,Italy,2020.02,ITALY,CD-Italy,956.891239197914,CD-IT,EMEA,602.0,LETTUCE,26937.103925555944,SOUTH EUROPE,CAW1,ITALY,4676.255018515824,32092.726511740744,10903168.0,1,3515.0,27416.47149322492,5155.6225861848
2431,CT1,South Africa,2020.05,SOUTH AFRICA,CD-South Africa,750.6128117859332,CD-ZA,EMEA,639.0,LETTUCE,14248.306311012006,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,1427.6716615868543,15894.249688472639,10819068.0,1,3743.0,14466.578026885785,1645.943377460634
2432,CT1,South Africa,2021.04,SOUTH AFRICA,CD-South Africa,968.115577678177,CD-ZA,EMEA,639.0,LETTUCE,10362.441098694706,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,644.7518694720096,11243.526986164183,10819068.0,1,3743.0,10598.775116692173,881.0858874694761
2433,CT1,South Africa,2021.1,SOUTH AFRICA,CD-South Africa,7.746530758344647,CD-ZA,EMEA,639.0,LETTUCE,18620.782348740573,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,3244.852429022949,23583.304545885796,10819068.0,1,3743.0,20338.45211686285,4962.522197145223
2434,CT52,Germany,2020.11,NW OPEN FIELD,CD-Germany-Openf,38.52472508534947,CD-DE-OPEN,EMEA,671.0,LETTUCE,17778.812154954383,NORTH EUROPE,CAW2,NW OPEN FIELD,3569.5631798041745,21767.609273562426,10903168.0,1,3605.0,18198.04609375825,3988.7971186080417
2435,CT52,Germany,2022.01,NW OPEN FIELD,CD-Germany-Openf,19.65534716947076,CD-DE-OPEN,EMEA,671.0,LETTUCE,30255.938708753478,NORTH EUROPE,CAW2,NW OPEN FIELD,5373.296892506452,34721.53165075954,10903168.0,1,3385.0,29348.234758253086,4465.592942006065
2436,CT53,Oman,2021.1,MIDDLE EAST,CD-Oman,1274.053327133379,CD-OM,EMEA,689.0,LETTUCE,11549.256730690526,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,1813.1870042859018,14001.584865378609,10761038.0,1,3605.0,12188.397861092708,2452.328134688083
2437,CT53,Unit.Arab Emir.,2021.06,MIDDLE EAST,CD-Unit.Arab Emir.,249.1089315653886,CD-AE,EMEA,689.0,LETTUCE,23842.72573503015,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,3451.2696590021565,28800.922241481454,10783515.0,1,3605.0,25349.6525824793,4958.196506451304
2438,CT53,Oman,2022.11,MIDDLE EAST,CD-Oman,128.3512500764571,CD-OM,EMEA,689.0,LETTUCE,24120.457478548517,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,2775.229847378092,26376.806349845298,10761038.0,1,3605.0,23601.576502467207,2256.348871296781
2439,CT57,Tunisia,2020.06,MAGHREB,CD-Tunisia,2158.647160596842,CD-TN,EMEA,636.0,LETTUCE,19387.05040580475,"TURKEY, M-EAST & MAGHREB",CAE2,MAGHREB,3818.6229169353796,23651.13109992007,10783515.0,1,3605.0,19832.50818298469,4264.080694115318
2440,CT5,Spain,2022.08,IBERICA,CD-Spain,52.67869111449409,CD-ES,EMEA,649.0,LETTUCE,23615.79708355496,SOUTH EUROPE,CAW1,IBERICA,3693.5854022435865,28462.706605132455,10783515.0,1,3781.0,24769.12120288887,4846.909521577494
2441,CT52,Germany,2020.03,NW OPEN FIELD,CD-Germany-Openf,774.7110327744366,CD-DE-OPEN,EMEA,671.0,LETTUCE,20490.055998706393,NORTH EUROPE,CAW2,NW OPEN FIELD,2612.6268156205333,24196.224793273035,10904727.0,1,3385.0,21583.597977652502,3706.168794566643
2442,CT52,Sweden,2021.05,NW OPEN FIELD,CD-Sweden-Openf,586.9406833166764,CD-SE-OPEN,EMEA,672.0,LETTUCE,24528.074223504547,NORTH EUROPE,CAW2,NW OPEN FIELD,3483.759985779458,29070.79852927106,11670509.0,1,3605.0,25587.0385434916,4542.724305766513
2443,CT5,Spain,2020.12,IBERICA,CD-Spain,665.2706459546012,CD-ES,EMEA,649.0,LETTUCE,12937.420818868002,SOUTH EUROPE,CAW1,IBERICA,2032.5913278142,14923.602471149206,10904727.0,1,3781.0,12891.011143335007,1986.1816522812037
2444,CT52,Netherlands,2020.03,NW OPEN FIELD,CD-Netherland-Openf,559.8846951299182,CD-NL-OPEN,EMEA,669.0,LETTUCE,22320.283957319472,NORTH EUROPE,CAW2,NW OPEN FIELD,3572.18527822036,24294.737279203564,12831659.0,1,3605.0,20722.552000983203,1974.4533218840907
2445,CT52,France,2020.04,NW OPEN FIELD,CD-France-Openf,18.72460993822337,CD-FR-OPEN,EMEA,670.0,LETTUCE,24720.870058377546,NORTH EUROPE,CAW2,NW OPEN FIELD,4378.798996363646,30104.757429512803,12831659.0,1,3354.0,25725.958433149157,5383.887371135257
2446,CT52,France,2020.03,NW OPEN FIELD,CD-France-Openf,1622.177962170354,CD-FR-OPEN,EMEA,670.0,LETTUCE,11838.692381810628,NORTH EUROPE,CAW2,NW OPEN FIELD,1522.5438331779087,13340.360342912874,12831659.0,1,3354.0,11817.816509734965,1501.6679611022464
2447,CT52,France,2020.03,NW OPEN FIELD,CD-France-Openf,1376.998147032382,CD-FR-OPEN,EMEA,670.0,LETTUCE,24298.826392549683,NORTH EUROPE,CAW2,NW OPEN FIELD,3488.0302138370566,28035.477601772658,12831659.0,1,3354.0,24547.4473879356,3736.6512092229736
2448,CT52,France,2020.08,NW OPEN FIELD,CD-France-Openf,651.818716510074,CD-FR-OPEN,EMEA,670.0,LETTUCE,25386.612739055865,NORTH EUROPE,CAW2,NW OPEN FIELD,4032.9133011473104,30801.966018632025,12831659.0,1,3354.0,26769.052717484716,5415.353279576161
2449,CT52,France,2020.01,NW OPEN FIELD,CD-France-Openf,1001.720053707241,CD-FR-OPEN,EMEA,670.0,LETTUCE,23386.791855403477,NORTH EUROPE,CAW2,NW OPEN FIELD,3706.92825080065,26818.463746887544,12831659.0,1,3354.0,23111.535496086894,3431.6718914840694
2450,CT52,Netherlands,2020.06,NW OPEN FIELD,CD-Netherlands-Openf,249.480899090383,CD-NL-OPEN,EMEA,669.0,LETTUCE,27216.099544999845,NORTH EUROPE,CAW2,NW OPEN FIELD,4382.934467247168,32670.24822744872,12831659.0,1,3605.0,28287.313760201552,5454.148682448873
2451,CT52,Netherlands,2021.01,NW OPEN FIELD,CD-Netherland-Openf,337.0794443061725,CD-NL-OPEN,EMEA,669.0,LETTUCE,23802.38612381468,NORTH EUROPE,CAW2,NW OPEN FIELD,3998.925183526589,26287.681766942416,12831659.0,1,3605.0,22288.756583415827,2485.2956431277366
2452,CT52,France,2021.02,NW OPEN FIELD,CD-France-Openf,212.3095926165959,CD-FR-OPEN,EMEA,670.0,LETTUCE,22838.919323182105,NORTH EUROPE,CAW2,NW OPEN FIELD,3645.1159655289202,25217.24459149549,12831659.0,1,3354.0,21572.128625966572,2378.325268313386
2453,CT52,France,2022.02,NW OPEN FIELD,CD-France-Openf,861.9070662133112,CD-FR-OPEN,EMEA,670.0,LETTUCE,24979.77055610759,NORTH EUROPE,CAW2,NW OPEN FIELD,4494.510026158359,30545.112998326797,12831659.0,1,3354.0,26050.602972168435,5565.342442219208
2454,CT52,Sweden,2021.1,NW OPEN FIELD,CD-Sweden-Openf,826.0480728287823,CD-SE-OPEN,EMEA,672.0,LETTUCE,14806.362668775771,NORTH EUROPE,CAW2,NW OPEN FIELD,2757.2089890066327,17453.287820438338,12831659.0,1,3605.0,14696.078831431703,2646.925151662567
2455,CT5,Spain,2022.07,IBERICA,CD-Spain,1005.314566748207,CD-ES,EMEA,649.0,LETTUCE,16472.087621306273,SOUTH EUROPE,CAW1,IBERICA,2676.5261638037036,20731.55411635345,12598360.0,1,3781.0,18055.027952549746,4259.466495047177
2456,CT5,Spain,2022.06,IBERICA,CD-Spain,411.5612044363666,CD-ES,EMEA,649.0,LETTUCE,22284.978021966635,SOUTH EUROPE,CAW1,IBERICA,3286.077461426013,26805.85885591722,12598360.0,1,3781.0,23519.78139449121,4520.880833950585
2457,CT5,Spain,2021.06,IBERICA,CD-Spain,643.7060891340235,CD-ES,EMEA,649.0,LETTUCE,17337.58825060923,SOUTH EUROPE,CAW1,IBERICA,2630.309293528141,19872.639830571592,12598360.0,1,3781.0,17242.33053704345,2535.0515799623604
2458,CT5,Spain,2021.04,IBERICA,CD-Spain,777.4966993930296,CD-ES,EMEA,649.0,LETTUCE,21273.081415846973,SOUTH EUROPE,CAW1,IBERICA,3378.389699107033,25279.68970543018,12598360.0,1,3781.0,21901.30000632315,4006.6082895832087
2459,CT5,Spain,2021.03,IBERICA,CD-Spain,147.6669664136471,CD-ES,EMEA,649.0,LETTUCE,17474.659614538137,SOUTH EUROPE,CAW1,IBERICA,2531.6705808583947,20194.540549896607,12598360.0,1,3781.0,17662.869969038213,2719.880935358468
2460,CT5,Spain,2021.06,IBERICA,CD-Spain,1017.98771893529,CD-ES,EMEA,649.0,LETTUCE,12042.893438316552,SOUTH EUROPE,CAW1,IBERICA,892.6844815978477,13391.944701941677,12598360.0,1,3781.0,12499.26022034383,1349.0512636251235
2461,CT5,Spain,2021.11,IBERICA,CD-Spain,377.2296015691603,CD-ES,EMEA,649.0,LETTUCE,26978.354167574686,SOUTH EUROPE,CAW1,IBERICA,3511.353249755648,28596.34683408812,12598360.0,1,3781.0,25084.99358433247,1617.992666513433
2462,CT5,Spain,2020.1,IBERICA,CD-Spain,107.5529829980163,CD-ES,EMEA,649.0,LETTUCE,20773.45759723532,SOUTH EUROPE,CAW1,IBERICA,3116.436182992941,25388.559515600744,12598360.0,1,3781.0,22272.123332607804,4615.101918365423
